Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (INR),Purchase Date,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
8071,57,Female,Boots,Footwear,12699,2024-04-11 21:19:11,Pune,,Gray,Spring,4.9,Yes,Next Day Air,No,Yes,7,Credit Card,Bi-Weekly
8072,29,Female,Laptop,Electronics,74783,2025-02-20 05:33:46,Delhi,,White,Spring,4.9,No,Express,No,No,7,Debit Card,Quarterly
8073,25,Female,Laptop,Electronics,17098,2025-02-17 00:04:00,Mumbai,,Blue,Winter,3.9,No,Standard,Yes,No,8,Debit Card,Monthly
8074,19,Male,Headphones,Electronics,19588,2025-12-04 16:05:10,Delhi,,Brown,Spring,5.0,Yes,Standard,No,No,8,PayPal,Quarterly
8075,61,Female,Watch,Accessories,16600,2025-02-07 11:53:03,Chennai,,White,Summer,5.0,No,Standard,Yes,No,13,Credit Card,Bi-Weekly
8076,55,Female,Headphones,Electronics,103501,2025-01-26 11:57:33,Delhi,,Green,Winter,2.7,No,Express,Yes,No,12,Credit Card,Bi-Weekly
8077,43,Female,Jacket,Clothing,6889,2025-02-15 13:30:09,Pune,S,White,Spring,4.2,No,Express,Yes,No,6,Debit Card,Quarterly
8078,68,Male,Watch,Accessories,2407,2025-06-27 23:17:23,Pune,,White,Winter,4.6,No,Next Day Air,No,No,12,Credit Card,Bi-Weekly
8079,38,Female,Backpack,Accessories,5312,2025-07-02 15:07:22,Hyderabad,,Red,Winter,3.8,No,Standard,No,No,8,PayPal,Monthly
8080,67,Female,Sneakers,Footwear,3652,2024-12-29 21:37:31,Pune,,Blue,Winter,2.1,Yes,Express,No,No,12,Debit Card,Monthly
8081,30,Male,Headphones,Electronics,66732,2024-12-04 06:06:27,Mumbai,,Green,Fall,4.4,No,Standard,Yes,Yes,9,PayPal,Monthly
8082,36,Male,Boots,Footwear,13280,2024-12-08 06:16:33,Hyderabad,,Black,Summer,4.8,No,Express,No,No,12,Debit Card,Quarterly
8083,35,Female,Watch,Accessories,14608,2025-07-10 15:49:59,Bengaluru,,Green,Summer,4.7,No,Standard,Yes,No,10,Debit Card,Bi-Weekly
8084,19,Female,Sneakers,Footwear,5810,2025-01-06 22:08:07,Kolkata,,Green,Winter,4.5,Yes,Next Day Air,No,No,10,Debit Card,Monthly
8085,69,Female,Sneakers,Footwear,12035,2024-11-29 02:53:20,Hyderabad,,Black,Fall,,Yes,Express,Yes,No,11,Credit Card,Bi-Weekly
8086,62,Female,Jacket,Clothing,6972,2024-07-14 00:33:05,Jaipur,S,White,Winter,5.0,No,Next Day Air,Yes,Yes,11,Apple Pay,Weekly
8087,59,Female,Jeans,Clothing,5644,2024-03-17 07:55:10,Mumbai,L,Black,Spring,3.1,Yes,Standard,Yes,No,7,PayPal,Bi-Weekly
8088,66,Female,Sneakers,Footwear,4399,2024-05-21 00:01:22,Jaipur,,Gray,Summer,4.0,Yes,Express,No,Yes,7,Credit Card,Quarterly
8089,45,Male,Smartphone,Electronics,28552,2024-06-04 15:26:56,Chennai,,Gray,Summer,4.3,Yes,Standard,No,No,12,Debit Card,Monthly
8090,67,Female,Laptop,Electronics,87067,2024-01-16 03:59:35,Chennai,,Brown,Summer,4.3,No,Standard,No,Yes,8,Cash,Monthly
8091,40,Female,Sneakers,Footwear,5063,2025-09-12 09:30:54,Kolkata,,Brown,Spring,4.6,No,Express,No,Yes,11,Credit Card,Monthly
8092,21,Female,Smartphone,Electronics,51460,2024-01-24 09:42:27,Bengaluru,,Blue,Fall,4.3,No,Standard,No,Yes,11,Credit Card,Weekly
8093,21,Male,Smartphone,Electronics,91051,2024-10-26 17:57:16,Kolkata,,Green,Spring,4.5,Yes,Next Day Air,Yes,No,6,Apple Pay,Monthly
8094,29,Male,Jacket,Clothing,1909,2024-02-14 05:24:42,Chennai,S,Red,Summer,3.2,No,Standard,No,No,10,Credit Card,Monthly
8095,39,Female,Sneakers,Footwear,6474,2025-09-17 17:14:50,Hyderabad,,Black,Summer,3.4,Yes,Standard,No,No,10,PayPal,Weekly
8096,43,Female,Sneakers,Footwear,11869,2024-07-22 03:31:19,Bengaluru,,Red,Summer,3.6,Yes,Standard,No,Yes,18,Debit Card,Annually
8097,57,Male,Jacket,Clothing,10126,2025-01-09 15:54:57,Bengaluru,S,Black,Spring,3.8,No,Free Shipping,No,Yes,6,Debit Card,Monthly
8098,59,Male,Smartphone,Electronics,30046,2024-08-06 01:48:06,Pune,,Brown,Fall,3.4,No,Free Shipping,Yes,Yes,8,Cash,Weekly
8099,52,Male,Laptop,Electronics,124085,2024-01-16 20:40:29,Chennai,,Gray,Fall,3.0,No,Standard,Yes,Yes,13,Debit Card,Quarterly
8100,21,Male,Boots,Footwear,14442,2024-03-16 08:21:53,Kolkata,,White,Spring,3.6,No,Next Day Air,No,No,4,Google Pay,Monthly
8101,29,Female,Smartphone,Electronics,97608,2025-03-11 22:12:15,Pune,,Brown,Summer,3.9,Yes,Standard,Yes,Yes,8,PayPal,Monthly
8102,21,Male,Jeans,Clothing,4980,2024-09-29 07:27:41,Kolkata,L,Blue,Winter,4.7,No,Express,No,No,7,Debit Card,Weekly
8103,69,Female,Laptop,Electronics,74036,2025-07-11 14:36:44,Pune,,Black,Winter,4.5,No,Standard,No,No,10,Credit Card,Monthly
8104,48,Male,Smartphone,Electronics,53286,2025-08-21 02:05:04,Pune,,Gray,Fall,5.0,No,Express,Yes,No,10,Google Pay,Bi-Weekly
8105,24,Female,Backpack,Accessories,22659,2025-09-24 15:18:29,Pune,,White,Fall,2.8,No,Standard,No,Yes,9,Credit Card,Weekly
8106,27,Female,Backpack,Accessories,17347,2025-06-15 04:41:02,Chennai,,Brown,Spring,4.8,No,Standard,No,No,6,Credit Card,Quarterly
8107,41,Male,Smartphone,Electronics,36022,2024-11-16 20:10:40,Pune,,White,Winter,4.1,No,Standard,Yes,Yes,12,Debit Card,Quarterly
8108,32,Male,Boots,Footwear,8134,2024-09-03 08:35:19,Pune,,Red,Spring,3.8,No,Express,No,No,4,PayPal,Bi-Weekly
8109,56,Male,T-Shirt,Clothing,3984,2024-06-19 22:25:06,Kolkata,L,Black,Spring,3.8,No,Standard,No,No,11,Credit Card,Annually
8110,37,Male,Sneakers,Footwear,15023,2024-07-24 04:23:09,Mumbai,,Gray,Fall,2.8,No,Standard,Yes,Yes,9,Credit Card,Bi-Weekly
8111,24,Female,Laptop,Electronics,81921,2024-09-05 04:48:17,Jaipur,,Red,Summer,4.1,No,Standard,Yes,No,6,Credit Card,Annually
8112,30,Female,Boots,Footwear,3320,2024-12-12 21:13:58,Hyderabad,,White,Winter,3.9,No,Standard,No,No,6,Apple Pay,Quarterly
8113,45,Female,Laptop,Electronics,113461,2025-11-08 13:38:14,Delhi,,Brown,Fall,4.9,No,Free Shipping,No,No,8,Debit Card,Monthly
8114,56,Male,Smartphone,Electronics,64989,2024-04-16 10:06:52,Jaipur,,Green,Spring,4.4,Yes,Standard,No,Yes,5,PayPal,Bi-Weekly
8115,35,Male,Headphones,Electronics,58017,2025-12-25 14:05:51,Hyderabad,,Brown,Summer,4.4,No,Standard,Yes,No,9,Credit Card,Quarterly
8116,64,Male,Backpack,Accessories,4399,2024-06-18 08:57:04,Delhi,,Green,Fall,4.0,Yes,Standard,No,Yes,16,Credit Card,Bi-Weekly
8117,28,Female,Sneakers,Footwear,8134,2024-07-18 10:05:50,Kolkata,,Red,Fall,4.5,No,Next Day Air,No,No,10,Apple Pay,Monthly
8118,53,Female,T-Shirt,Clothing,1826,2024-02-13 10:13:34,Hyderabad,XL,Brown,Fall,,No,Standard,Yes,No,6,Google Pay,Quarterly
8119,53,Female,T-Shirt,Clothing,8964,2025-09-15 12:19:06,Mumbai,L,Black,Fall,2.8,No,Standard,No,No,10,Debit Card,Monthly
8120,19,Female,Backpack,Accessories,21995,2024-06-02 11:41:44,Pune,,White,Summer,2.5,Yes,Free Shipping,No,No,10,Debit Card,Monthly
8121,65,Female,Sneakers,Footwear,15023,2025-09-21 01:56:23,Jaipur,,Red,Spring,3.4,No,Standard,Yes,Yes,12,Credit Card,Quarterly
8122,63,Male,Backpack,Accessories,10458,2024-12-28 07:53:05,Bengaluru,,Blue,Summer,3.6,No,Next Day Air,No,No,8,Credit Card,Bi-Weekly
8123,34,Female,Jeans,Clothing,10126,2025-02-24 08:43:52,Hyderabad,M,Gray,Summer,3.5,No,Standard,Yes,Yes,8,PayPal,Annually
8124,23,Male,Laptop,Electronics,16434,2025-09-19 11:30:33,Kolkata,,Black,Summer,3.7,No,Express,No,No,12,Credit Card,Quarterly
8125,58,Female,Smartphone,Electronics,13446,2024-12-16 21:36:23,Mumbai,,White,Spring,4.3,No,Standard,Yes,No,7,Credit Card,Bi-Weekly
8126,63,Male,Backpack,Accessories,13446,2024-08-11 05:02:48,Hyderabad,,Brown,Spring,3.9,No,Standard,No,No,8,PayPal,Monthly
8127,40,Female,Smartphone,Electronics,56025,2024-09-05 17:31:01,Kolkata,,Brown,Spring,4.0,Yes,Express,No,No,9,Credit Card,Monthly
8128,64,Female,Smartphone,Electronics,73787,2024-11-02 16:03:27,Delhi,,Brown,Summer,3.7,Yes,Next Day Air,No,No,13,Apple Pay,Bi-Weekly
8129,33,Male,Headphones,Electronics,53535,2024-08-23 23:02:37,Chennai,,Brown,Summer,4.2,No,Express,Yes,No,10,Credit Card,Quarterly
8130,58,Male,Watch,Accessories,23489,2024-04-23 19:38:35,Mumbai,,Blue,Summer,3.8,No,Standard,Yes,No,7,Credit Card,Monthly
8131,43,Female,Backpack,Accessories,9960,2025-12-12 03:30:23,Mumbai,,Gray,Fall,3.3,No,Express,No,No,15,Credit Card,Annually
8132,63,Female,T-Shirt,Clothing,4482,2025-11-27 11:39:13,Pune,M,Black,Summer,5.0,No,Next Day Air,No,,8,Debit Card,Bi-Weekly
8133,67,Female,Jeans,Clothing,12284,2024-03-19 01:17:17,Jaipur,L,Red,Fall,4.8,No,Free Shipping,Yes,Yes,7,Debit Card,Weekly
8134,18,Male,Jacket,Clothing,1826,2024-04-19 06:39:30,Kolkata,M,Green,Summer,3.0,Yes,,No,Yes,9,Apple Pay,Bi-Weekly
8135,53,Female,Smartphone,Electronics,15438,2025-03-25 06:52:47,Pune,,Brown,Summer,4.3,No,Standard,Yes,No,12,Credit Card,Weekly
8136,47,Female,Backpack,Accessories,20999,2024-01-31 13:21:32,Jaipur,,Blue,Spring,3.0,No,Express,Yes,Yes,17,Credit Card,Monthly
8137,19,Female,Jacket,Clothing,9379,2024-08-08 00:07:51,Hyderabad,L,Brown,Fall,3.4,No,Next Day Air,Yes,No,20,Cash,Bi-Weekly
8138,37,Male,Jacket,Clothing,12118,2024-11-17 17:36:33,Pune,XL,Black,Spring,3.8,Yes,Standard,Yes,No,9,Credit Card,Quarterly
8139,22,Male,Sneakers,Footwear,7719,2024-03-04 00:11:20,Bengaluru,,Red,Winter,4.9,No,Next Day Air,No,No,14,Debit Card,Monthly
8140,48,Male,Smartphone,Electronics,118192,2024-04-10 21:40:50,Jaipur,,Black,Winter,5.0,Yes,Standard,No,No,10,Cash,Monthly
8141,25,Female,Headphones,Electronics,88644,2024-10-28 13:57:07,Mumbai,,Gray,Winter,3.3,No,Standard,No,No,7,Debit Card,Annually
8142,47,Male,Backpack,Accessories,9213,2025-04-04 10:52:27,Kolkata,,Red,Fall,3.4,No,Free Shipping,Yes,No,8,Credit Card,Weekly
8143,56,Female,Sneakers,Footwear,4067,2024-07-06 23:42:44,Kolkata,,Gray,Fall,4.1,No,Standard,No,No,9,Credit Card,Monthly
8144,19,Male,Backpack,Accessories,15853,2025-06-07 18:14:46,Delhi,,Blue,Spring,4.3,No,Next Day Air,No,Yes,7,Debit Card,Monthly
8145,30,Female,Headphones,Electronics,77107,2025-06-07 16:12:05,Bengaluru,,Blue,Fall,3.8,No,Next Day Air,Yes,No,6,PayPal,Monthly
8146,21,Male,Smartphone,Electronics,110971,2025-04-16 14:07:55,Bengaluru,,Brown,Fall,3.8,Yes,Standard,No,No,10,Credit Card,Monthly
8147,62,Female,T-Shirt,Clothing,8798,2025-10-29 23:19:57,Kolkata,S,Green,Summer,3.5,No,Express,No,No,8,Credit Card,Bi-Weekly
8148,69,Male,T-Shirt,Clothing,8798,2025-03-28 12:15:42,Pune,XL,Blue,Winter,4.5,Yes,Standard,Yes,No,11,Credit Card,Monthly
8149,25,Male,Sneakers,Footwear,3901,2025-10-20 03:16:04,Delhi,,Green,Fall,4.2,No,Standard,Yes,No,11,PayPal,Annually
8150,56,Male,Jeans,Clothing,5644,2024-08-05 02:42:17,Kolkata,XL,White,Spring,4.8,Yes,Express,Yes,No,9,PayPal,Monthly
8151,42,Male,Headphones,Electronics,41500,2024-04-14 14:09:44,Chennai,,Gray,Winter,2.8,Yes,Standard,No,No,8,PayPal,Monthly
8152,24,Male,Jacket,Clothing,9047,2025-04-29 10:30:52,Hyderabad,M,Green,Summer,3.8,Yes,Standard,No,Yes,9,PayPal,Weekly
8153,31,Male,Jeans,Clothing,9877,2024-09-21 04:21:24,Delhi,M,Black,Summer,4.1,Yes,Next Day Air,No,Yes,10,Debit Card,Monthly
8154,46,Female,Jacket,Clothing,10043,2024-04-11 22:16:06,Delhi,XL,Gray,Winter,3.3,No,Express,Yes,No,10,Debit Card,Quarterly
8155,62,Female,Laptop,Electronics,24153,2024-04-03 14:01:08,Mumbai,,Blue,Spring,3.6,Yes,Standard,Yes,No,11,Debit Card,Quarterly
8156,38,Male,Sneakers,Footwear,10707,2025-01-09 05:05:34,Delhi,,White,Spring,3.1,Yes,Express,Yes,Yes,8,PayPal,Monthly
8157,54,Male,Boots,Footwear,14193,2025-07-09 16:17:36,Mumbai,,Gray,Spring,5.0,Yes,Standard,No,Yes,10,Credit Card,Quarterly
8158,66,Male,Headphones,Electronics,121595,2024-06-15 01:17:14,Pune,,Gray,Summer,5.0,No,Standard,No,,10,Credit Card,Bi-Weekly
8159,50,Male,Laptop,Electronics,41915,2024-01-15 16:25:39,Chennai,,Green,Winter,,No,Express,No,Yes,8,Google Pay,Monthly
8160,58,Female,Jeans,Clothing,4897,2024-05-18 07:59:26,Jaipur,XL,Brown,Summer,3.8,No,Standard,Yes,No,11,Credit Card,Weekly
8161,42,Female,Jeans,Clothing,4980,2024-03-30 11:04:42,Pune,XL,Blue,Spring,4.1,No,Express,No,Yes,15,Debit Card,Bi-Weekly
8162,63,Male,Jacket,Clothing,12201,2025-08-07 14:44:23,Chennai,XL,White,Summer,3.3,No,Next Day Air,No,Yes,15,Apple Pay,Bi-Weekly
8163,31,Male,Jacket,Clothing,6806,2024-12-22 20:55:31,Pune,XL,Brown,Fall,3.9,No,Free Shipping,No,No,12,Credit Card,Bi-Weekly
8164,26,Female,Boots,Footwear,12450,2025-04-11 02:25:42,Mumbai,,Brown,Summer,5.0,No,Standard,No,No,11,Apple Pay,Monthly
8165,32,Female,Jeans,Clothing,1660,2024-06-30 19:33:28,Bengaluru,XL,Brown,Winter,2.4,No,Express,No,No,3,Google Pay,Bi-Weekly
8166,24,Male,Jeans,Clothing,4399,2025-07-09 01:13:21,Kolkata,XL,Gray,Fall,4.3,Yes,Express,No,Yes,9,Credit Card,Monthly
8167,19,Male,Watch,Accessories,15853,2024-08-27 22:55:02,Hyderabad,,Black,Spring,3.8,No,Next Day Air,No,Yes,17,Apple Pay,Monthly
8168,48,Male,Jacket,Clothing,5478,2024-07-22 12:19:09,Kolkata,XL,Brown,Summer,4.5,No,Standard,Yes,No,7,Credit Card,Monthly
8169,24,Male,Boots,Footwear,6806,2025-05-05 05:08:10,Hyderabad,,Blue,Fall,4.6,No,Standard,Yes,No,11,Cash,Monthly
8170,58,Female,Jacket,Clothing,11454,2025-10-03 11:28:17,Bengaluru,XL,Gray,Summer,4.8,No,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
8171,28,Female,Backpack,Accessories,17762,2025-07-01 16:19:44,Hyderabad,,White,Fall,4.3,Yes,Standard,Yes,Yes,6,Credit Card,Quarterly
8172,30,Female,Laptop,Electronics,80925,2024-08-18 15:32:03,Chennai,,Black,Fall,4.5,No,Express,Yes,No,12,Debit Card,Bi-Weekly
8173,30,Male,Backpack,Accessories,11454,2024-07-08 19:17:34,Bengaluru,,Gray,Spring,3.5,No,Standard,No,Yes,12,Debit Card,Bi-Weekly
8174,43,Female,T-Shirt,Clothing,2822,2025-04-19 17:01:38,Kolkata,L,Black,Fall,4.0,No,Standard,Yes,No,9,Credit Card,Quarterly
